Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,Percent,2020 Q3,Female,24
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,Percent,2020 Q3,Male,76
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,Female,45
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,Male,55
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,Female,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,Male,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,Female,42
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,Male,58
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),Female,44
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),Male,56
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q1,Female,44
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q1,Male,56
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q2,Female,42
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q2,Male,58
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q3,Female,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q3,Male,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q4,Female,45
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2017 Q4,Male,55
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q1,Female,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q1,Male,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q2,Female,51
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q2,Male,49
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q3,Female,58
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q3,Male,42
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q4,Female,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2018 Q4,Male,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q1,Female,53
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q1,Male,47
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q2,Female,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q2,Male,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q3,Female,34
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q3,Male,66
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q4,Female,35
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2019 Q4,Male,65
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q1,Female,35
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q1,Male,65
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q2,Female,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q2,Male,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q3,Female,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,Percent,2020 Q3,Male,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,Female,31
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,Male,69
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,Female,37
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,Male,63
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),Female,44
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),Male,56
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q2,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q2,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q3,Female,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q3,Male,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q4,Female,33
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2018 Q4,Male,67
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q1,Female,36
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q1,Male,64
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q2,Female,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q2,Male,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q3,Female,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q3,Male,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q4,Female,33
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2019 Q4,Male,68
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q1,Female,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q1,Male,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q2,Female,61
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q2,Male,39
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q3,Female,37
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,Percent,2020 Q3,Male,63
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,Female,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,Male,63
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),Female,42
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),Male,58
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q1,Female,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q1,Male,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q2,Female,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q2,Male,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q3,Female,54
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q3,Male,46
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q4,Female,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2019 Q4,Male,Not available
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,"Percentage of EMS responses to suspected opioid-related overdoses by sex and quarter in Whitehorse, Yukon, 2017 to 2020 (Jan to Sep)",By quarter,Percent,2020 T1,Femme,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2020 Q1,Male,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2020 Q2,Female,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2020 Q2,Male,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2020 Q3,Female,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,Percent,2020 Q3,Male,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2017,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2017,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2018,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2018,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2020 (Jan to Sep),Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,Percent,2020 (Jan to Sep),Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q1,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q1,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q2,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q2,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q3,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2017 Q3,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q1,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q1,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q2,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q2,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q3,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2018 Q3,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2020 Q2,Female,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,Percent,2020 Q2,Male,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,0 to 19 years,4
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,20 to 29 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,30 to 39 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,40 to 49 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,50 to 59 years,10
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2017,60 years or more,6
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,0 to 19 years,4
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,20 to 29 years,33
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,30 to 39 years,30
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,40 to 49 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,50 to 59 years,10
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2018,60 years or more,7
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,0 to 19 years,3
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,20 to 29 years,28
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,30 to 39 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,40 to 49 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,50 to 59 years,11
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2019,60 years or more,8
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),0 to 19 years,3
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),20 to 29 years,25
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),30 to 39 years,33
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),40 to 49 years,20
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),50 to 59 years,12
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,Percent,2020 (Jan to Sep),60 years or more,7
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,0 to 19 years,4
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,20 to 29 years,35
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,30 to 39 years,29
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,40 to 49 years,14
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,50 to 59 years,11
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2018,60 years or more,6
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,0 to 19 years,3
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,20 to 29 years,37
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,30 to 39 years,27
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,40 to 49 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,50 to 59 years,11
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2019,60 years or more,5
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),0 to 19 years,2
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),20 to 29 years,25
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),30 to 39 years,37
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),40 to 49 years,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),50 to 59 years,12
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,Percent,2020 (Jan to Sep),60 years or more,4
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,0 to 19 years,5
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,20 to 29 years,35
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,30 to 39 years,27
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,40 to 49 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,50 to 59 years,9
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2017,60 years or more,8
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,0 to 19 years,5
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,20 to 29 years,29
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,30 to 39 years,28
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,40 to 49 years,18
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,50 to 59 years,11
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2018,60 years or more,9
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,0 to 19 years,6
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,20 to 29 years,30
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,30 to 39 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,40 to 49 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,50 to 59 years,10
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2019,60 years or more,7
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),0 to 19 years,7
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),20 to 29 years,31
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),30 to 39 years,31
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),40 to 49 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),50 to 59 years,10
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,Percent,2020 (Jan to Sep),60 years or more,4
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,20 to 29 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,30 to 39 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,40 to 49 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2017,60 years or more,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,0 to 19 years,Suppressed
